query	grouping_confidence	location_confidence	orientation_confidence
scaffold_2797	1.0	1.0	1.0
scaffold_1812	0.9935340308036442	1.0	1.0
scaffold_1788	1.0	1.0	1.0
scaffold_3945	1.0	1.0	1.0
scaffold_1838	1.0	1.0	1.0
scaffold_5218	1.0	1.0	1.0
scaffold_2540	1.0	1.0	1.0
scaffold_7742	1.0	1.0	1.0
scaffold_1290	1.0	1.0	1.0
scaffold_1584	1.0	1.0	1.0
scaffold_1975	1.0	1.0	1.0
scaffold_2172	1.0	0.9677569333054374	0.9703338938265674
scaffold_4452	1.0	1.0	1.0
scaffold_848	1.0	1.0	1.0
scaffold_243	1.0	1.0	1.0
scaffold_5891	1.0	1.0	1.0
scaffold_2504	1.0	1.0	1.0
scaffold_157	1.0	1.0	1.0
scaffold_1023	1.0	0.025103838441122392	0.9156429742602087
scaffold_453	1.0	0.07945802880232519	0.5291695319443271
scaffold_1403	1.0	0.9839834845813084	1.0
scaffold_3319	1.0	1.0	1.0
scaffold_392	1.0	1.0	1.0
scaffold_1041	1.0	1.0	1.0
scaffold_572	1.0	0.9405190326502342	1.0
scaffold_6559	1.0	1.0	1.0
scaffold_5627	1.0	1.0	1.0
scaffold_280	1.0	1.0	1.0
scaffold_4389	1.0	1.0	1.0
scaffold_4298	1.0	1.0	1.0
scaffold_953	1.0	0.03789107632520127	0.7030343180248941
scaffold_4459	1.0	1.0	1.0
scaffold_7330	1.0	1.0	1.0
scaffold_1253	1.0	0.7331160453588647	1.0
scaffold_6507	1.0	1.0	1.0
scaffold_3632	1.0	1.0	1.0
scaffold_3467	1.0	1.0	1.0
scaffold_1352	1.0	0.5904542973853507	1.0
scaffold_3861	1.0	1.0	1.0
scaffold_3186	1.0	0.013524492981972558	1.0
scaffold_5985	1.0	1.0	1.0
scaffold_1694	1.0	1.0	1.0
scaffold_1051	1.0	1.0	1.0
scaffold_2552	1.0	1.0	1.0
scaffold_4883	1.0	1.0	1.0
scaffold_3765	1.0	1.0	1.0
scaffold_866	1.0	1.0	1.0
scaffold_3513	1.0	1.0	1.0
scaffold_3534	1.0	1.0	1.0
scaffold_1432	1.0	1.0	1.0
scaffold_4902	1.0	1.0	1.0
scaffold_9502	1.0	1.0	1.0
scaffold_503	1.0	0.92904178872781	0.9991302323872059
scaffold_748	1.0	0.9935383579190445	1.0
scaffold_1320	1.0	1.0	1.0
scaffold_5152	1.0	0.831413071557737	0.5733905045985583
scaffold_6879	1.0	1.0	1.0
scaffold_3771	1.0	1.0	1.0
scaffold_7016	1.0	1.0	1.0
scaffold_148	1.0	1.0	1.0
scaffold_321	1.0	0.14572289905017022	1.0
scaffold_7900	1.0	1.0	1.0
scaffold_2561	1.0	1.0	1.0
scaffold_1506	1.0	0.9636704144811821	1.0
scaffold_3123	1.0	1.0	1.0
scaffold_4848	1.0	0.0006215265405949001	0.9118236472945892
scaffold_3048	1.0	1.0	1.0
scaffold_3734	1.0	1.0	1.0
scaffold_2757	1.0	1.0	1.0
scaffold_2704	1.0	1.0	1.0
scaffold_8581	1.0	1.0	1.0
scaffold_5408	1.0	1.0	1.0
scaffold_3481	1.0	0.0034189661113788014	1.0
scaffold_1488	1.0	0.9864550051793542	1.0
scaffold_124	1.0	0.010207154852372191	0.5739023305461661
scaffold_2414	1.0	1.0	1.0
scaffold_466	1.0	0.9540058455365796	1.0
scaffold_6626	1.0	1.0	1.0
scaffold_41	1.0	1.0	1.0
scaffold_1517	1.0	1.0	1.0
scaffold_28	1.0	0.9987958108699028	1.0
scaffold_987	1.0	0.9914663479384122	1.0
scaffold_1211	1.0	1.0	1.0
scaffold_302	1.0	0.9989930876427753	1.0
scaffold_356	1.0	0.9926177017900981	1.0
scaffold_1500	1.0	1.0	1.0
scaffold_671	1.0	0.05090248998184745	0.9097148309905678
scaffold_5454	1.0	1.0	1.0
scaffold_1338	1.0	0.896325522558882	1.0
scaffold_6827	1.0	1.0	1.0
scaffold_2147	1.0	1.0	1.0
scaffold_4688	1.0	1.0	1.0
scaffold_8414	1.0	1.0	1.0
scaffold_1080	1.0	1.0	1.0
scaffold_1915	1.0	1.0	1.0
scaffold_6149	1.0	1.0	1.0
scaffold_1857	1.0	1.0	1.0
scaffold_4394	1.0	1.0	1.0
scaffold_6216	1.0	1.0	1.0
scaffold_2429	1.0	0.08248972281740151	0.8359004331981021
scaffold_5817	1.0	1.0	1.0
scaffold_1669	1.0	0.9885149446928689	1.0
scaffold_4959	1.0	1.0	1.0
scaffold_2418	1.0	1.0	1.0
scaffold_1614	1.0	0.993048720472441	1.0
scaffold_4484	1.0	1.0	1.0
scaffold_4323	1.0	1.0	1.0
scaffold_8190	1.0	1.0	1.0
scaffold_6784	1.0	1.0	1.0
scaffold_1441	0.9995458502062597	0.09350615325789868	0.9842489871644391
scaffold_4078	1.0	1.0	1.0
scaffold_2389	1.0	0.9941365613769624	1.0
scaffold_2079	1.0	1.0	1.0
scaffold_2592	1.0	1.0	1.0
scaffold_6412	1.0	1.0	1.0
scaffold_5623	1.0	1.0	1.0
scaffold_5386	1.0	1.0	1.0
scaffold_3670	1.0	1.0	1.0
scaffold_1521	1.0	1.0	1.0
scaffold_4912	1.0	1.0	1.0
scaffold_3890	1.0	1.0	1.0
scaffold_5431	1.0	1.0	1.0
scaffold_3544	1.0	1.0	1.0
scaffold_612	1.0	1.0	1.0
scaffold_358	1.0	1.0	1.0
scaffold_821	1.0	1.0	1.0
scaffold_826	1.0	1.0	1.0
scaffold_4160	1.0	1.0	1.0
scaffold_1111	1.0	1.0	1.0
scaffold_884	1.0	1.0	1.0
scaffold_1260	1.0	0.019883799790130663	0.5685252839831507
scaffold_5346	1.0	1.0	1.0
scaffold_3154	1.0	1.0	1.0
scaffold_6408	1.0	1.0	1.0
scaffold_3439	1.0	1.0	1.0
scaffold_6991	0.9450045829514208	1.0	1.0
scaffold_2935	1.0	1.0	1.0
scaffold_7083	1.0	1.0	1.0
scaffold_6456	1.0	1.0	1.0
scaffold_4538	1.0	1.0	1.0
scaffold_6288	1.0	1.0	1.0
scaffold_5061	1.0	1.0	1.0
scaffold_9006	1.0	1.0	1.0
scaffold_8895	1.0	1.0	1.0
scaffold_3267	1.0	1.0	1.0
scaffold_7044	1.0	1.0	1.0
scaffold_5589	1.0	1.0	1.0
scaffold_5098	1.0	1.0	1.0
scaffold_5810	1.0	1.0	1.0
scaffold_6986	1.0	1.0	1.0
scaffold_5662	1.0	1.0	1.0
scaffold_3686	1.0	1.0	1.0
scaffold_4820	1.0	1.0	1.0
scaffold_7198	1.0	1.0	1.0
scaffold_4875	1.0	0.47632911392405064	0.6263619452564443
scaffold_7167	1.0	1.0	1.0
scaffold_7769	1.0	1.0	1.0
scaffold_8111	1.0	1.0	1.0
scaffold_6440	1.0	1.0	1.0
scaffold_5919	1.0	1.0	1.0
scaffold_6031	1.0	1.0	1.0
scaffold_4455	1.0	1.0	1.0
scaffold_3265	1.0	1.0	1.0
scaffold_4286	1.0	1.0	1.0
scaffold_2536	1.0	1.0	1.0
scaffold_7332	1.0	1.0	1.0
scaffold_4746	1.0	1.0	1.0
scaffold_5598	1.0	1.0	1.0
scaffold_6451	1.0	1.0	1.0
scaffold_5751	1.0	1.0	1.0
scaffold_8431	1.0	1.0	1.0
scaffold_6510	1.0	1.0	1.0
scaffold_3163	1.0	1.0	1.0
scaffold_6171	1.0	1.0	1.0
scaffold_5822	1.0	1.0	1.0
scaffold_7421	1.0	1.0	1.0
scaffold_4695	1.0	1.0	1.0
scaffold_5207	1.0	1.0	1.0
scaffold_8146	1.0	1.0	1.0
scaffold_2366	1.0	1.0	1.0
scaffold_6420	1.0	1.0	1.0
scaffold_5892	1.0	1.0	1.0
scaffold_3663	1.0	1.0	1.0
scaffold_1818	1.0	0.9940842967205179	1.0
scaffold_1974	0.9968224236545473	1.0	1.0
scaffold_4466	1.0	1.0	1.0
scaffold_582	1.0	1.0	1.0
scaffold_9778	1.0	1.0	1.0
scaffold_1777	1.0	1.0	1.0
scaffold_1846	1.0	1.0	1.0
scaffold_2706	1.0	1.0	1.0
scaffold_1743	1.0	0.9962962244759449	1.0
scaffold_2081	1.0	1.0	1.0
scaffold_2248	1.0	1.0	1.0
scaffold_4071	1.0	1.0	1.0
scaffold_1936	1.0	1.0	1.0
scaffold_1527	1.0	1.0	1.0
scaffold_6010	1.0	1.0	1.0
scaffold_3400	1.0	1.0	1.0
scaffold_2402	1.0	1.0	1.0
scaffold_3730	1.0	1.0	1.0
scaffold_5546	1.0	1.0	1.0
scaffold_984	1.0	1.0	1.0
scaffold_155	1.0	0.9875273085220776	1.0
scaffold_442	1.0	1.0	1.0
scaffold_1569	1.0	0.988040793057579	1.0
scaffold_6259	1.0	1.0	1.0
scaffold_2035	1.0	1.0	1.0
scaffold_1574	1.0	1.0	1.0
scaffold_549	1.0	0.9922553820878912	1.0
scaffold_660	1.0	1.0	1.0
scaffold_286	1.0	0.9967453929718081	1.0
scaffold_1721	1.0	0.9947695555294945	1.0
scaffold_1490	1.0	0.9761129069205121	1.0
scaffold_5464	0.9495586380832283	1.0	1.0
scaffold_2563	0.9254965794857131	1.0	1.0
scaffold_913	1.0	1.0	1.0
scaffold_642	1.0	1.0	1.0
scaffold_467	1.0	1.0	1.0
scaffold_428	1.0	1.0	1.0
scaffold_2579	1.0	1.0	1.0
scaffold_1880	1.0	1.0	1.0
scaffold_57	1.0	1.0	1.0
scaffold_1479	1.0	1.0	1.0
scaffold_4101	1.0	1.0	1.0
scaffold_1961	1.0	1.0	1.0
scaffold_1557	1.0	1.0	1.0
scaffold_1422	1.0	1.0	1.0
scaffold_907	1.0	1.0	1.0
scaffold_1043	1.0	1.0	1.0
scaffold_7249	1.0	1.0	1.0
scaffold_281	1.0	1.0	1.0
scaffold_425	0.9995456024758524	1.0	1.0
scaffold_766	1.0	0.9940887739483824	1.0
scaffold_805	1.0	1.0	1.0
scaffold_860	1.0	1.0	1.0
scaffold_509	1.0	1.0	1.0
scaffold_89	1.0	1.0	1.0
scaffold_724	1.0	0.9941241738051493	1.0
scaffold_639	1.0	1.0	1.0
scaffold_6532	1.0	1.0	1.0
scaffold_4201	1.0	1.0	1.0
scaffold_246	1.0	1.0	1.0
scaffold_5314	1.0	1.0	1.0
scaffold_7412	1.0	1.0	1.0
scaffold_4283	1.0	1.0	1.0
scaffold_1799	1.0	1.0	1.0
scaffold_1872	1.0	0.9354334038054968	1.0
scaffold_1289	0.9582444733420026	0.966584247702872	1.0
scaffold_1725	1.0	1.0	1.0
scaffold_3952	1.0	0.9813454075032342	0.8746605499749532
scaffold_7259	1.0	1.0	1.0
scaffold_636	1.0	0.805909990627143	1.0
scaffold_1163	1.0	0.9420925254338279	1.0
scaffold_4280	1.0	1.0	1.0
scaffold_6258	1.0	1.0	1.0
scaffold_682	1.0	1.0	1.0
scaffold_471	1.0	1.0	1.0
scaffold_784	1.0	1.0	1.0
scaffold_1823	1.0	1.0	1.0
scaffold_1199	1.0	1.0	1.0
scaffold_1598	1.0	1.0	1.0
scaffold_603	1.0	0.9985118291434669	1.0
scaffold_5420	1.0	1.0	1.0
scaffold_326	1.0	1.0	1.0
scaffold_6992	1.0	1.0	1.0
scaffold_5285	1.0	1.0	1.0
scaffold_1420	1.0	1.0	1.0
scaffold_237	1.0	1.0	1.0
scaffold_485	1.0	1.0	1.0
scaffold_1217	1.0	0.9702551562406045	1.0
scaffold_4785	1.0	1.0	1.0
scaffold_5699	1.0	1.0	1.0
scaffold_3668	1.0	1.0	1.0
scaffold_4582	1.0	1.0	1.0
scaffold_1629	1.0	0.9450855426078868	1.0
scaffold_6508	1.0	1.0	1.0
scaffold_8570	1.0	1.0	1.0
scaffold_2072	1.0	1.0	1.0
scaffold_2541	1.0	1.0	1.0
scaffold_3924	1.0	1.0	1.0
scaffold_3995	1.0	1.0	1.0
scaffold_2020	1.0	1.0	1.0
scaffold_1870	1.0	1.0	1.0
scaffold_1843	1.0	1.0	1.0
scaffold_387	0.9997589819397134	0.45303941823741956	1.0
scaffold_2791	1.0	1.0	1.0
scaffold_7311	1.0	1.0	1.0
scaffold_3829	1.0	1.0	1.0
scaffold_795	1.0	1.0	1.0
scaffold_415	1.0	0.9882603779680181	1.0
scaffold_1120	0.9965402645774467	0.5986122630046097	1.0
scaffold_1283	1.0	0.8359776014932337	1.0
scaffold_3313	0.9980723923752409	1.0	1.0
scaffold_7123	1.0	1.0	1.0
scaffold_2109	1.0	0.935080405002978	0.9919884554140127
scaffold_1004	1.0	1.0	1.0
scaffold_2353	1.0	1.0	1.0
scaffold_1265	1.0	1.0	1.0
scaffold_1860	1.0	1.0	1.0
scaffold_1526	1.0	0.9339497030354712	0.9980777856090216
scaffold_1158	1.0	1.0	1.0
scaffold_6878	1.0	1.0	1.0
scaffold_8727	1.0	1.0	1.0
scaffold_6741	1.0	1.0	1.0
scaffold_1563	1.0	1.0	1.0
scaffold_6071	1.0	1.0	1.0
scaffold_3229	1.0	1.0	1.0
scaffold_5348	1.0	1.0	1.0
scaffold_4139	1.0	1.0	1.0
scaffold_6389	1.0	1.0	1.0
scaffold_626	1.0	1.0	1.0
scaffold_3672	1.0	1.0	1.0
scaffold_5895	1.0	0.0002637981001308752	1.0
scaffold_2210	1.0	1.0	1.0
scaffold_283	1.0	1.0	1.0
scaffold_4914	1.0	1.0	1.0
scaffold_725	1.0	1.0	1.0
scaffold_133	1.0	1.0	1.0
scaffold_156	1.0	1.0	1.0
scaffold_489	1.0	1.0	1.0
scaffold_587	1.0	1.0	1.0
scaffold_3306	1.0	1.0	1.0
scaffold_1718	1.0	1.0	1.0
scaffold_1321	1.0	1.0	1.0
scaffold_742	1.0	0.8217365643660602	1.0
scaffold_1649	1.0	0.9801454872698638	1.0
scaffold_2096	1.0	1.0	1.0
scaffold_4271	1.0	1.0	1.0
scaffold_554	1.0	1.0	1.0
scaffold_1955	1.0	0.9946780658244238	1.0
scaffold_808	1.0	1.0	1.0
scaffold_405	1.0	1.0	1.0
scaffold_606	0.9991127829042902	0.7812453717537319	1.0
scaffold_1259	1.0	0.8774722531587235	1.0
scaffold_5647	1.0	1.0	1.0
scaffold_6649	1.0	1.0	1.0
scaffold_3860	1.0	1.0	1.0
scaffold_3972	1.0	1.0	1.0
scaffold_5018	1.0	1.0	1.0
scaffold_6335	1.0	1.0	1.0
scaffold_6493	1.0	1.0	1.0
scaffold_3144	1.0	1.0	1.0
scaffold_2006	1.0	0.9963160820449042	1.0
scaffold_5730	1.0	1.0	1.0
scaffold_4696	0.8544178238974516	1.0	1.0
scaffold_4779	1.0	1.0	1.0
scaffold_1841	1.0	1.0	1.0
scaffold_1474	1.0	1.0	1.0
scaffold_944	1.0	1.0	1.0
scaffold_896	1.0	0.7342095363114629	0.9713170604075136
scaffold_3550	1.0	1.0	1.0
scaffold_8074	1.0	1.0	1.0
scaffold_1143	1.0	0.9232063590378858	1.0
scaffold_2351	1.0	1.0	1.0
scaffold_486	1.0	1.0	1.0
scaffold_2398	1.0	1.0	1.0
scaffold_4097	1.0	1.0	1.0
scaffold_5778	1.0	1.0	1.0
scaffold_1471	1.0	1.0	1.0
scaffold_6773	1.0	1.0	1.0
scaffold_362	1.0	1.0	1.0
scaffold_3024	1.0	1.0	1.0
scaffold_5119	1.0	1.0	1.0
scaffold_847	1.0	1.0	1.0
scaffold_7834	1.0	1.0	1.0
scaffold_3938	1.0	1.0	1.0
scaffold_5294	1.0	1.0	1.0
scaffold_2996	1.0	1.0	1.0
scaffold_1010	0.9989436088334424	0.5997402675847906	0.9934103563874941
scaffold_481	1.0	1.0	1.0
scaffold_1696	1.0	1.0	1.0
scaffold_4073	1.0	1.0	1.0
scaffold_229	1.0	0.9988817886979509	1.0
scaffold_7030	1.0	1.0	1.0
scaffold_3520	1.0	1.0	1.0
scaffold_328	1.0	1.0	1.0
scaffold_4790	1.0	1.0	1.0
scaffold_767	1.0	0.7764153539244686	1.0
scaffold_8400	1.0	1.0	1.0
scaffold_4739	1.0	1.0	1.0
scaffold_1374	1.0	1.0	1.0
scaffold_2505	1.0	1.0	1.0
scaffold_2920	1.0	1.0	1.0
scaffold_3892	1.0	1.0	1.0
scaffold_4313	1.0	1.0	1.0
scaffold_2256	1.0	1.0	1.0
scaffold_2319	1.0	1.0	1.0
scaffold_3283	1.0	1.0	1.0
scaffold_5029	1.0	1.0	1.0
scaffold_3188	1.0	1.0	1.0
scaffold_5917	1.0	1.0	1.0
scaffold_7045	1.0	1.0	1.0
scaffold_434	1.0	0.8219601045174334	1.0
scaffold_9069	1.0	1.0	1.0
scaffold_903	1.0	0.9644074487256501	1.0
scaffold_1702	1.0	1.0	1.0
scaffold_7422	1.0	1.0	1.0
scaffold_986	1.0	0.9936666721465091	1.0
scaffold_1716	1.0	1.0	1.0
scaffold_761	1.0	1.0	1.0
scaffold_102	1.0	0.9959810763631632	1.0
scaffold_699	1.0	1.0	1.0
scaffold_9034	1.0	1.0	1.0
scaffold_3293	1.0	1.0	1.0
scaffold_1605	1.0	1.0	1.0
scaffold_2722	1.0	1.0	1.0
scaffold_4740	1.0	1.0	1.0
scaffold_3413	1.0	1.0	1.0
scaffold_7503	1.0	1.0	1.0
scaffold_7068	1.0	1.0	1.0
scaffold_4134	1.0	1.0	1.0
scaffold_3965	1.0	1.0	1.0
scaffold_7017	1.0	1.0	1.0
scaffold_7405	1.0	1.0	1.0
scaffold_5311	1.0	1.0	1.0
scaffold_6139	1.0	1.0	1.0
scaffold_4391	1.0	1.0	1.0
scaffold_6549	1.0	1.0	1.0
scaffold_4116	1.0	1.0	1.0
scaffold_3816	1.0	1.0	1.0
scaffold_4365	1.0	1.0	1.0
scaffold_4294	1.0	1.0	1.0
scaffold_2937	1.0	1.0	1.0
scaffold_1845	1.0	0.6800887175560426	1.0
scaffold_287	1.0	0.9947374055132929	1.0
scaffold_272	1.0	1.0	1.0
scaffold_3737	1.0	1.0	1.0
scaffold_1390	1.0	1.0	1.0
scaffold_2245	1.0	1.0	1.0
scaffold_228	1.0	1.0	1.0
scaffold_408	1.0	0.9968276032790319	1.0
scaffold_3460	1.0	1.0	1.0
scaffold_6118	1.0	1.0	1.0
scaffold_1746	1.0	1.0	1.0
scaffold_4398	1.0	1.0	1.0
scaffold_5989	1.0	1.0	1.0
scaffold_3635	1.0	1.0	1.0
scaffold_609	1.0	0.27139678827119995	1.0
scaffold_3821	1.0	1.0	1.0
scaffold_3161	1.0	1.0	1.0
scaffold_1039	1.0	0.9871573804648489	1.0
scaffold_1802	1.0	1.0	1.0
scaffold_1947	1.0	1.0	1.0
scaffold_1750	1.0	1.0	1.0
scaffold_2762	1.0	1.0	1.0
scaffold_1615	1.0	1.0	1.0
scaffold_1148	0.9995662796917695	0.9710465516393846	1.0
scaffold_2168	1.0	1.0	1.0
scaffold_1769	1.0	1.0	1.0
scaffold_2506	1.0	1.0	1.0
scaffold_5276	1.0	1.0	1.0
scaffold_5141	1.0	1.0	1.0
scaffold_4013	1.0	1.0	1.0
scaffold_3531	1.0	1.0	1.0
scaffold_925	1.0	0.9006678548889335	1.0
scaffold_708	1.0	1.0	1.0
scaffold_577	1.0	1.0	1.0
scaffold_2133	1.0	1.0	1.0
scaffold_493	1.0	1.0	1.0
scaffold_2426	1.0	1.0	1.0
scaffold_1882	1.0	1.0	1.0
scaffold_480	1.0	0.6663435957305687	0.9974692750152431
scaffold_5977	1.0	1.0	1.0
scaffold_1121	1.0	0.9829845191735886	0.9882648348360069
scaffold_4340	1.0	1.0	1.0
scaffold_2421	1.0	1.0	1.0
scaffold_1195	1.0	1.0	1.0
scaffold_2387	1.0	1.0	1.0
scaffold_734	1.0	0.9997716988054955	1.0
scaffold_1738	1.0	1.0	1.0
scaffold_5110	1.0	1.0	1.0
scaffold_3846	1.0	1.0	1.0
scaffold_4029	1.0	1.0	1.0
scaffold_935	1.0	1.0	1.0
scaffold_5362	1.0	1.0	1.0
scaffold_2643	1.0	1.0	1.0
scaffold_3394	0.9916295314946405	1.0	1.0
scaffold_6152	1.0	1.0	1.0
scaffold_7993	1.0	1.0	1.0
scaffold_4947	1.0	1.0	1.0
scaffold_5788	1.0	1.0	1.0
scaffold_6339	1.0	1.0	1.0
scaffold_4148	1.0	1.0	1.0
scaffold_6303	1.0	1.0	1.0
scaffold_2949	1.0	1.0	1.0
scaffold_4436	1.0	1.0	1.0
scaffold_4861	1.0	1.0	1.0
scaffold_958	1.0	1.0	1.0
scaffold_975	1.0	1.0	1.0
scaffold_5199	1.0	1.0	1.0
scaffold_881	1.0	1.0	1.0
scaffold_8203	1.0	1.0	1.0
scaffold_2239	1.0	1.0	1.0
scaffold_614	1.0	0.9979501978401214	1.0
scaffold_299	1.0	0.7865500757638253	0.9794857924070384
scaffold_4024	1.0	0.45649679092106943	0.8039106145251397
scaffold_4482	1.0	1.0	1.0
scaffold_2558	1.0	1.0	1.0
scaffold_2764	1.0	0.7645738559334799	0.9614043383178675
scaffold_2812	1.0	1.0	1.0
scaffold_2848	1.0	1.0	1.0
scaffold_5709	1.0	1.0	1.0
scaffold_6315	1.0	1.0	1.0
scaffold_2944	1.0	1.0	1.0
scaffold_7685	1.0	1.0	1.0
scaffold_1064	1.0	0.9686069670796867	1.0
scaffold_900	1.0	0.9905199861326405	1.0
scaffold_931	1.0	0.6375543676112739	1.0
scaffold_5615	1.0	1.0	1.0
scaffold_3127	1.0	1.0	1.0
scaffold_1606	1.0	1.0	1.0
scaffold_6672	1.0	1.0	1.0
scaffold_1227	1.0	1.0	1.0
scaffold_4159	1.0	1.0	1.0
scaffold_2543	1.0	1.0	1.0
scaffold_500	1.0	1.0	1.0
scaffold_1566	1.0	1.0	1.0
scaffold_3512	1.0	1.0	1.0
scaffold_1565	1.0	0.7133054621466872	1.0
scaffold_656	0.9988986130082442	1.0	1.0
scaffold_10069	1.0	1.0	1.0
scaffold_377	1.0	0.9957675915262961	1.0
scaffold_2768	1.0	1.0	1.0
scaffold_2286	1.0	1.0	1.0
scaffold_2343	1.0	1.0	1.0
scaffold_1021	1.0	1.0	1.0
scaffold_183	1.0	1.0	1.0
scaffold_892	1.0	1.0	1.0
scaffold_1537	1.0	1.0	1.0
scaffold_1858	1.0	1.0	1.0
scaffold_5356	1.0	1.0	1.0
scaffold_2008	1.0	1.0	1.0
scaffold_5999	1.0	1.0	1.0
scaffold_4035	1.0	1.0	1.0
scaffold_5738	0.9964371360054813	1.0	1.0
scaffold_4234	1.0	1.0	1.0
scaffold_3479	1.0	1.0	1.0
scaffold_4094	1.0	1.0	1.0
scaffold_4620	1.0	1.0	1.0
scaffold_1673	1.0	0.8326272303770765	0.8761295498690989
scaffold_9733	1.0	1.0	1.0
scaffold_4663	1.0	0.29162552733147834	0.7871139837898841
scaffold_7053	1.0	1.0	1.0
scaffold_4598	1.0	1.0	1.0
scaffold_2853	1.0	1.0	1.0
scaffold_5066	1.0	1.0	1.0
scaffold_2363	1.0	1.0	1.0
scaffold_4077	1.0	0.4588977546854704	0.6631621512333199
scaffold_2979	1.0	1.0	1.0
scaffold_2234	1.0	0.687605918626013	1.0
scaffold_3523	0.9815188443224921	1.0	1.0
scaffold_7766	1.0	1.0	1.0
scaffold_6084	1.0	1.0	1.0
scaffold_7154	1.0	1.0	1.0
scaffold_5759	1.0	1.0	1.0
scaffold_6739	1.0	1.0	1.0
scaffold_6145	1.0	1.0	1.0
scaffold_2554	1.0	1.0	1.0
scaffold_6328	1.0	1.0	1.0
scaffold_5898	1.0	1.0	1.0
scaffold_6003	1.0	1.0	1.0
scaffold_8078	1.0	1.0	1.0
scaffold_5113	1.0	1.0	1.0
scaffold_8089	1.0	1.0	1.0
scaffold_8950	1.0	1.0	1.0
scaffold_2625	1.0	1.0	1.0
scaffold_1279	1.0	0.9845325772506713	1.0
scaffold_3391	1.0	1.0	1.0
scaffold_6347	1.0	1.0	1.0
scaffold_3181	1.0	1.0	1.0
scaffold_6039	1.0	1.0	1.0
scaffold_4533	1.0	1.0	1.0
scaffold_2921	1.0	1.0	1.0
scaffold_7292	1.0	1.0	1.0
scaffold_5326	1.0	1.0	1.0
scaffold_6373	1.0	1.0	1.0
scaffold_7362	1.0	1.0	1.0
scaffold_2502	1.0	1.0	1.0
scaffold_3641	1.0	1.0	1.0
scaffold_5948	1.0	1.0	1.0
scaffold_1291	1.0	1.0	1.0
scaffold_7131	1.0	1.0	1.0
scaffold_5457	1.0	1.0	1.0
scaffold_3121	1.0	1.0	1.0
scaffold_3093	1.0	1.0	1.0
scaffold_11676	1.0	1.0	1.0
scaffold_2367	1.0	1.0	1.0
scaffold_5235	1.0	1.0	1.0
scaffold_5263	1.0	1.0	1.0
scaffold_1125	1.0	0.7336775447439238	1.0
scaffold_385	1.0	1.0	1.0
scaffold_6572	1.0	1.0	1.0
scaffold_3803	1.0	1.0	1.0
scaffold_1684	1.0	1.0	1.0
scaffold_7764	1.0	1.0	1.0
scaffold_785	1.0	1.0	1.0
scaffold_1911	1.0	1.0	1.0
scaffold_6677	1.0	1.0	1.0
scaffold_1576	1.0	1.0	1.0
scaffold_3332	1.0	1.0	1.0
scaffold_933	1.0	0.7006141293049685	1.0
scaffold_2565	1.0	1.0	1.0
scaffold_2157	1.0	1.0	1.0
scaffold_6386	1.0	1.0	1.0
scaffold_6417	1.0	1.0	1.0
scaffold_5777	1.0	1.0	1.0
scaffold_2342	1.0	1.0	1.0
scaffold_5025	1.0	1.0	1.0
scaffold_3129	1.0	1.0	1.0
scaffold_5602	1.0	1.0	1.0
scaffold_10858	1.0	1.0	1.0
scaffold_7140	1.0	1.0	1.0
scaffold_3183	1.0	1.0	1.0
scaffold_3917	1.0	1.0	1.0
scaffold_4141	1.0	1.0	1.0
scaffold_3228	1.0	1.0	1.0
scaffold_2804	0.9797553706086418	1.0	1.0
scaffold_4797	1.0	1.0	1.0
scaffold_5243	1.0	1.0	1.0
scaffold_6529	1.0	1.0	1.0
scaffold_9118	1.0	1.0	1.0
scaffold_4399	1.0	1.0	1.0
scaffold_6948	1.0	1.0	1.0
scaffold_1888	1.0	0.952117884108673	1.0
scaffold_5847	0.9789846517119244	1.0	1.0
scaffold_5975	1.0	1.0	1.0
scaffold_6676	1.0	1.0	1.0
scaffold_4900	1.0	1.0	1.0
scaffold_9367	1.0	1.0	1.0
scaffold_711	1.0	1.0	1.0
scaffold_3787	1.0	1.0	1.0
scaffold_2869	1.0	1.0	1.0
scaffold_8796	1.0	1.0	1.0
scaffold_1586	1.0	0.8738381583769197	1.0
scaffold_2912	1.0	1.0	1.0
scaffold_7603	1.0	1.0	1.0
scaffold_10398	1.0	1.0	1.0
scaffold_3466	1.0	1.0	1.0
scaffold_1549	0.9991995968339608	0.7903795647823912	1.0
scaffold_6062	1.0	1.0	1.0
scaffold_4878	1.0	1.0	1.0
scaffold_7189	1.0	1.0	1.0
scaffold_5852	1.0	1.0	1.0
scaffold_3535	1.0	1.0	1.0
scaffold_3200	1.0	1.0	1.0
scaffold_8332	1.0	1.0	1.0
scaffold_6956	1.0	1.0	1.0
scaffold_6119	1.0	1.0	1.0
scaffold_6169	1.0	1.0	1.0
scaffold_6307	1.0	1.0	1.0
scaffold_4684	1.0	1.0	1.0
scaffold_5575	1.0	1.0	1.0
scaffold_3005	1.0	1.0	1.0
scaffold_1949	1.0	1.0	1.0
scaffold_1852	1.0	1.0	1.0
scaffold_3871	1.0	1.0	1.0
scaffold_1906	1.0	1.0	1.0
scaffold_1232	1.0	1.0	1.0
scaffold_2411	1.0	1.0	1.0
scaffold_788	0.9997125849692328	0.9804286475967955	1.0
scaffold_5843	1.0	1.0	1.0
scaffold_2621	1.0	1.0	1.0
scaffold_1344	1.0	1.0	1.0
scaffold_4994	1.0	1.0	1.0
scaffold_340	1.0	0.9986411697528499	1.0
scaffold_2146	1.0	1.0	1.0
