pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
HP	NC_045638.1_RagTag	101200001	101300000	0.0	3	0	45	15900
MP	NC_045638.1_RagTag	101200001	101300000	0.0226460071513706	5	19	839	201131
BWP_Mig	NC_045638.1_RagTag	101200001	101300000	0.1926821508113267	17	3028	15715	1994418
BWP_Res	NC_045638.1_RagTag	101200001	101300000	0.1704035874439461	13	114	669	69489
BWP_Res	NC_045638.1_RagTag	101300001	101400000	0.0315581854043392	8	16	507	16191
BWP_Mig	NC_045638.1_RagTag	101300001	101400000	0.037083553675304	8	561	15128	463295
MP	NC_045638.1_RagTag	101300001	101400000	0.0539447066756574	8	80	1483	46587
HP	NC_045638.1_RagTag	101300001	101400000	NA	0	0	0	3795
BWP_Mig	NC_045638.1_RagTag	101400001	101500000	0.286770921386306	5	1357	4732	1695277
BWP_Res	NC_045638.1_RagTag	101400001	101500000	0.1592039800995024	4	32	201	59133
MP	NC_045638.1_RagTag	101400001	101500000	NA	0	0	0	170810
HP	NC_045638.1_RagTag	101400001	101500000	0.0	2	0	30	13455
MP	NC_045638.1_RagTag	101500001	101600000	0.5333333333333333	1	64	120	55170
BWP_Mig	NC_045638.1_RagTag	101500001	101600000	0.0	1	0	1540	548741
BWP_Res	NC_045638.1_RagTag	101500001	101600000	0.0	1	0	66	19140
HP	NC_045638.1_RagTag	101500001	101600000	NA	0	0	0	4365
BWP_Res	NC_045638.1_RagTag	101600001	101700000	0.0210803689064558	15	16	759	43593
BWP_Mig	NC_045638.1_RagTag	101600001	101700000	0.1641890392722431	7	740	4507	1266245
MP	NC_045638.1_RagTag	101600001	101700000	0.0	4	0	480	127200
HP	NC_045638.1_RagTag	101600001	101700000	0.0380952380952381	14	8	210	9870
BWP_Res	NC_045638.1_RagTag	101700001	101800000	0.1509433962264151	22	216	1431	86019
BWP_Mig	NC_045638.1_RagTag	101700001	101800000	0.1664010019355573	20	5846	35132	2470443
MP	NC_045638.1_RagTag	101700001	101800000	0.0368811881188118	22	149	4040	247710
HP	NC_045638.1_RagTag	101700001	101800000	0.0392156862745098	17	10	255	19620
HP	NC_045638.1_RagTag	101800001	101900000	0.0823529411764705	17	21	255	9690
MP	NC_045638.1_RagTag	101800001	101900000	0.0	16	0	3040	122930
BWP_Res	NC_045638.1_RagTag	101800001	101900000	0.1300813008130081	15	96	738	43020
BWP_Mig	NC_045638.1_RagTag	101800001	101900000	0.0760294538175579	20	2127	27976	1225757
MP	NC_045638.1_RagTag	101900001	102000000	0.0801479654747225	13	195	2433	193267
BWP_Res	NC_045638.1_RagTag	101900001	102000000	0.1626666666666666	18	183	1125	66855
BWP_Mig	NC_045638.1_RagTag	101900001	102000000	0.1445074564167191	19	4816	33327	1914403
HP	NC_045638.1_RagTag	101900001	102000000	0.0592592592592592	18	16	270	15180
BWP_Res	NC_045638.1_RagTag	102000001	102100000	NA	0	NA	NA	NA
BWP_Mig	NC_045638.1_RagTag	102000001	102100000	NA	0	NA	NA	NA
MP	NC_045638.1_RagTag	102000001	102100000	NA	0	NA	NA	NA
HP	NC_045638.1_RagTag	102000001	102100000	NA	0	NA	NA	NA
BWP_Res	NC_045638.1_RagTag	102100001	102200000	0.4696969696969697	4	124	264	15906
BWP_Mig	NC_045638.1_RagTag	102100001	102200000	0.2981366459627329	4	2112	7084	456211
MP	NC_045638.1_RagTag	102100001	102200000	0.0	4	0	653	45897
HP	NC_045638.1_RagTag	102100001	102200000	0.1333333333333333	4	8	60	3615
MP	NC_045638.1_RagTag	102200001	102300000	0.0651315789473684	16	198	3040	160170
HP	NC_045638.1_RagTag	102200001	102300000	0.1272727272727272	22	42	330	12555
BWP_Mig	NC_045638.1_RagTag	102200001	102300000	0.1186021408653413	15	2637	22234	1602135
BWP_Res	NC_045638.1_RagTag	102200001	102300000	0.2002314814814814	15	173	864	55830
MP	NC_045638.1_RagTag	102300001	102400000	0.0797297297297297	10	118	1480	131520
BWP_Mig	NC_045638.1_RagTag	102300001	102400000	0.1434676434676434	12	1880	13104	1310596
BWP_Res	NC_045638.1_RagTag	102300001	102400000	0.1050583657587548	12	81	771	45429
HP	NC_045638.1_RagTag	102300001	102400000	0.0	8	0	120	10380
BWP_Res	NC_045638.1_RagTag	102400001	102500000	0.1363636363636363	14	126	924	47850
BWP_Mig	NC_045638.1_RagTag	102400001	102500000	0.110877476748888	15	2742	24730	1372719
MP	NC_045638.1_RagTag	102400001	102500000	0.0085972850678733	12	19	2210	138200
HP	NC_045638.1_RagTag	102400001	102500000	0.0904761904761904	14	19	210	10875
BWP_Res	NC_045638.1_RagTag	102500001	102600000	0.0	2	0	90	18324
BWP_Mig	NC_045638.1_RagTag	102500001	102600000	0.0192307692307692	2	51	2652	524937
MP	NC_045638.1_RagTag	102500001	102600000	0.0	2	0	240	52770
HP	NC_045638.1_RagTag	102500001	102600000	NA	0	0	0	4185
HP	NC_045638.1_RagTag	102600001	102700000	0.15	8	18	120	7140
MP	NC_045638.1_RagTag	102600001	102700000	0.0	9	0	1640	90320
BWP_Res	NC_045638.1_RagTag	102600001	102700000	0.0538720538720538	9	32	594	31350
BWP_Mig	NC_045638.1_RagTag	102600001	102700000	0.2115508989781399	9	3271	15462	899782
HP	NC_045638.1_RagTag	102700001	102800000	0.0	8	0	120	8250
MP	NC_045638.1_RagTag	102700001	102800000	0.0232558139534883	8	32	1376	104644
BWP_Res	NC_045638.1_RagTag	102700001	102800000	0.0507936507936507	7	16	315	36513
BWP_Mig	NC_045638.1_RagTag	102700001	102800000	0.0243474189394826	8	208	8543	1046635
HP	NC_045638.1_RagTag	102800001	102900000	NA	0	0	0	5295
BWP_Res	NC_045638.1_RagTag	102800001	102900000	0.4469696969696969	2	59	132	23166
BWP_Mig	NC_045638.1_RagTag	102800001	102900000	0.1791860147500683	2	656	3661	663862
MP	NC_045638.1_RagTag	102800001	102900000	0.0	2	0	380	66690
BWP_Res	NC_045638.1_RagTag	102900001	103000000	NA	0	0	0	9306
BWP_Mig	NC_045638.1_RagTag	102900001	103000000	NA	0	0	0	266631
MP	NC_045638.1_RagTag	102900001	103000000	NA	0	0	0	26790
HP	NC_045638.1_RagTag	102900001	103000000	NA	0	0	0	2115
MP	NC_045638.1_RagTag	103000001	103100000	0.0390243902439024	9	64	1640	158910
HP	NC_045638.1_RagTag	103000001	103100000	0.1128205128205128	13	22	195	12480
BWP_Res	NC_045638.1_RagTag	103000001	103100000	0.1482683982683982	14	137	924	54846
BWP_Mig	NC_045638.1_RagTag	103000001	103100000	0.0393730074388947	14	741	18820	1579075
MP	NC_045638.1_RagTag	103100001	103200000	0.1443609022556391	7	192	1330	221730
HP	NC_045638.1_RagTag	103100001	103200000	0.0666666666666666	8	8	120	17490
BWP_Res	NC_045638.1_RagTag	103100001	103200000	0.1545454545454545	10	102	660	76824
BWP_Mig	NC_045638.1_RagTag	103100001	103200000	0.1052729068905902	9	1705	16196	2203838
MP	NC_045638.1_RagTag	103200001	103300000	NA	0	0	0	105070
HP	NC_045638.1_RagTag	103200001	103300000	NA	0	0	0	8295
BWP_Res	NC_045638.1_RagTag	103200001	103300000	0.0508474576271186	6	18	354	36144
BWP_Mig	NC_045638.1_RagTag	103200001	103300000	0.1298200514138817	5	909	7002	1038721
MP	NC_045638.1_RagTag	103300001	103400000	0.0	4	0	760	93290
HP	NC_045638.1_RagTag	103300001	103400000	NA	0	0	0	7425
BWP_Res	NC_045638.1_RagTag	103300001	103400000	0.2506666666666666	6	94	375	32295
BWP_Mig	NC_045638.1_RagTag	103300001	103400000	0.1996464787422086	6	2146	10749	925296
HP	NC_045638.1_RagTag	103400001	103500000	0.0857142857142857	7	9	105	9480
MP	NC_045638.1_RagTag	103400001	103500000	0.0442105263157894	10	84	1900	119510
BWP_Mig	NC_045638.1_RagTag	103400001	103500000	0.0442698496638211	7	586	13237	1195112
BWP_Res	NC_045638.1_RagTag	103400001	103500000	0.1255411255411255	7	58	462	41712
BWP_Res	NC_045638.1_RagTag	103500001	103600000	0.1515151515151515	9	90	594	29898
BWP_Mig	NC_045638.1_RagTag	103500001	103600000	0.1325048030739673	9	2207	16656	856986
MP	NC_045638.1_RagTag	103500001	103600000	0.1073537305421363	10	200	1863	85917
HP	NC_045638.1_RagTag	103500001	103600000	0.1777777777777777	9	24	135	6795
BWP_Res	NC_045638.1_RagTag	103600001	103700000	0.0	6	0	396	17292
BWP_Mig	NC_045638.1_RagTag	103600001	103700000	0.0492240312291726	6	517	10503	496285
MP	NC_045638.1_RagTag	103600001	103700000	0.0	6	0	1140	49780
HP	NC_045638.1_RagTag	103600001	103700000	0.0	6	0	90	3930
BWP_Res	NC_045638.1_RagTag	103700001	103800000	NA	0	0	0	528
MP	NC_045638.1_RagTag	103700001	103800000	NA	0	0	0	1520
BWP_Mig	NC_045638.1_RagTag	103700001	103800000	NA	0	0	0	15128
HP	NC_045638.1_RagTag	103700001	103800000	0.6	1	9	15	105
MP	NC_045638.1_RagTag	103800001	103900000	0.0	1	0	190	54720
HP	NC_045638.1_RagTag	103800001	103900000	NA	0	0	0	4335
BWP_Res	NC_045638.1_RagTag	103800001	103900000	0.4090909090909091	1	27	66	19008
BWP_Mig	NC_045638.1_RagTag	103800001	103900000	0.3649208282582217	3	1498	4105	542394
BWP_Res	NC_045638.1_RagTag	103900001	104000000	NA	0	0	0	9372
BWP_Mig	NC_045638.1_RagTag	103900001	104000000	NA	0	0	0	268522
MP	NC_045638.1_RagTag	103900001	104000000	NA	0	0	0	26980
HP	NC_045638.1_RagTag	103900001	104000000	NA	0	0	0	2130
BWP_Res	NC_045638.1_RagTag	104000001	104100000	0.0748740100791936	22	104	1389	77217
BWP_Mig	NC_045638.1_RagTag	104000001	104100000	0.0630031984118231	22	2285	36268	2215913
MP	NC_045638.1_RagTag	104000001	104100000	0.0144872283644681	14	38	2623	223667
HP	NC_045638.1_RagTag	104000001	104100000	0.1304347826086956	23	45	345	17520
HP	NC_045638.1_RagTag	104100001	104200000	0.1833333333333333	16	44	240	7005
MP	NC_045638.1_RagTag	104100001	104200000	0.0319298245614035	15	91	2850	88920
BWP_Res	NC_045638.1_RagTag	104100001	104200000	0.0313131313131313	15	31	990	30888
BWP_Mig	NC_045638.1_RagTag	104100001	104200000	0.0450062757755065	15	1255	27885	885468
BWP_Mig	NC_045638.1_RagTag	104200001	104300000	0.1406426155580608	23	5489	39028	2105366
HP	NC_045638.1_RagTag	104200001	104300000	0.0317460317460317	21	10	315	16695
MP	NC_045638.1_RagTag	104200001	104300000	0.0309985802176999	23	131	4226	211234
BWP_Res	NC_045638.1_RagTag	104200001	104300000	0.1705101327742837	22	244	1431	73413
BWP_Res	NC_045638.1_RagTag	104300001	104400000	0.0111111111111111	15	11	990	37554
BWP_Mig	NC_045638.1_RagTag	104300001	104400000	0.1135707791437719	16	2873	25297	1079047
MP	NC_045638.1_RagTag	104300001	104400000	0.04177545691906	7	48	1149	109811
HP	NC_045638.1_RagTag	104300001	104400000	0.0666666666666666	14	14	210	8550
BWP_Res	NC_045638.1_RagTag	104400001	104500000	0.038876889848812	22	54	1389	66327
MP	NC_045638.1_RagTag	104400001	104500000	0.0387469084913437	15	94	2426	192514
BWP_Mig	NC_045638.1_RagTag	104400001	104500000	0.077256541260257	22	2994	38754	1901412
HP	NC_045638.1_RagTag	104400001	104500000	0.1263157894736842	19	36	285	15105
BWP_Res	NC_045638.1_RagTag	104500001	104600000	0.5555555555555556	1	25	45	31833
BWP_Mig	NC_045638.1_RagTag	104500001	104600000	0.0397186147186147	6	367	9240	904113
MP	NC_045638.1_RagTag	104500001	104600000	0.0166666666666666	6	19	1140	90630
HP	NC_045638.1_RagTag	104500001	104600000	0.237037037037037	9	32	135	7110
HP	NC_045638.1_RagTag	104600001	104700000	0.0	5	0	75	4935
MP	NC_045638.1_RagTag	104600001	104700000	0.0	5	0	950	62510
BWP_Mig	NC_045638.1_RagTag	104600001	104700000	0.1390941597139451	5	1167	8390	623204
BWP_Res	NC_045638.1_RagTag	104600001	104700000	0.03125	5	9	288	21756
BWP_Res	NC_045638.1_RagTag	104700001	104800000	0.0	5	0	330	27984
BWP_Mig	NC_045638.1_RagTag	104700001	104800000	0.041988365943945	5	397	9455	801784
MP	NC_045638.1_RagTag	104700001	104800000	0.02	5	19	950	80560
HP	NC_045638.1_RagTag	104700001	104800000	0.1733333333333333	5	13	75	6360
HP	NC_045638.1_RagTag	104800001	104900000	0.0	1	0	15	4065
MP	NC_045638.1_RagTag	104800001	104900000	0.0	2	0	380	51300
BWP_Res	NC_045638.1_RagTag	104800001	104900000	0.0	2	0	111	17841
BWP_Mig	NC_045638.1_RagTag	104800001	104900000	0.1302681992337164	2	272	2088	512264
BWP_Res	NC_045638.1_RagTag	104900001	105000000	0.2727272727272727	2	36	132	14916
BWP_Mig	NC_045638.1_RagTag	104900001	105000000	0.1946060285563194	2	736	3782	427366
MP	NC_045638.1_RagTag	104900001	105000000	0.0	2	0	380	42940
HP	NC_045638.1_RagTag	104900001	105000000	0.2666666666666666	2	8	30	3390
BWP_Res	NC_045638.1_RagTag	105000001	105100000	0.0	8	0	528	33528
BWP_Mig	NC_045638.1_RagTag	105000001	105100000	0.1650716753365365	14	4157	25183	950573
MP	NC_045638.1_RagTag	105000001	105100000	0.1562614092734574	15	428	2739	95301
HP	NC_045638.1_RagTag	105000001	105100000	0.1466666666666666	10	22	150	7590
HP	NC_045638.1_RagTag	105100001	105200000	0.1428571428571428	28	60	420	6375
BWP_Res	NC_045638.1_RagTag	105100001	105200000	0.132034632034632	28	244	1848	28050
BWP_Mig	NC_045638.1_RagTag	105100001	105200000	0.0771717897478501	28	3437	44537	812086
MP	NC_045638.1_RagTag	105100001	105200000	0.0239323292758407	28	116	4847	81223
MP	NC_045638.1_RagTag	105200001	105300000	0.0536842105263157	5	51	950	135660
HP	NC_045638.1_RagTag	105200001	105300000	0.0	6	0	90	10695
BWP_Res	NC_045638.1_RagTag	105200001	105300000	0.1408450704225352	10	90	639	46815
BWP_Mig	NC_045638.1_RagTag	105200001	105300000	0.2058067280908506	10	3842	18668	1340961
HP	NC_045638.1_RagTag	105300001	105400000	0.0	2	0	30	11610
MP	NC_045638.1_RagTag	105300001	105400000	0.0	2	0	380	147060
BWP_Res	NC_045638.1_RagTag	105300001	105400000	0.2424242424242424	6	96	396	50820
BWP_Mig	NC_045638.1_RagTag	105300001	105400000	0.3521634615384615	6	2930	8320	1459096
BWP_Res	NC_045638.1_RagTag	105400001	105500000	0.1468144044321329	18	159	1083	62211
BWP_Mig	NC_045638.1_RagTag	105400001	105500000	0.1521409749670619	20	4619	30360	1783109
MP	NC_045638.1_RagTag	105400001	105500000	0.2175681171207808	15	535	2459	179751
HP	NC_045638.1_RagTag	105400001	105500000	0.0666666666666666	9	9	135	14250
BWP_Res	NC_045638.1_RagTag	105500001	105600000	0.2613636363636363	4	69	264	17556
BWP_Mig	NC_045638.1_RagTag	105500001	105600000	0.4081066074403109	4	735	1801	508769
MP	NC_045638.1_RagTag	105500001	105600000	NA	0	0	0	51300
HP	NC_045638.1_RagTag	105500001	105600000	NA	0	0	0	4050
BWP_Res	NC_045638.1_RagTag	105600001	105700000	0.0	2	0	132	25146
BWP_Mig	NC_045638.1_RagTag	105600001	105700000	0.0753569539925965	2	285	3782	720471
MP	NC_045638.1_RagTag	105600001	105700000	0.175438596491228	3	100	570	72200
HP	NC_045638.1_RagTag	105600001	105700000	0.1666666666666666	2	5	30	5715
MP	NC_045638.1_RagTag	105700001	105800000	0.0473684210526315	4	36	760	199500
HP	NC_045638.1_RagTag	105700001	105800000	NA	0	0	0	15810
BWP_Mig	NC_045638.1_RagTag	105700001	105800000	0.2829774252593044	12	4638	16390	1976724
BWP_Res	NC_045638.1_RagTag	105700001	105800000	0.0815972222222222	10	47	576	68988
BWP_Res	NC_045638.1_RagTag	105800001	105900000	0.2230046948356807	20	285	1278	70002
BWP_Mig	NC_045638.1_RagTag	105800001	105900000	0.245240174672489	21	7020	28625	2013655
MP	NC_045638.1_RagTag	105800001	105900000	0.0125739644970414	9	17	1352	203848
HP	NC_045638.1_RagTag	105800001	105900000	0.0	4	0	60	16140
BWP_Res	NC_045638.1_RagTag	105900001	106000000	0.1790916880891174	18	209	1167	91761
BWP_Mig	NC_045638.1_RagTag	105900001	106000000	0.0944239362735574	16	2430	25735	2636793
MP	NC_045638.1_RagTag	105900001	106000000	0.0484848484848484	15	128	2640	264880
HP	NC_045638.1_RagTag	105900001	106000000	0.0555555555555555	12	10	180	20940
BWP_Res	NC_045638.1_RagTag	106000001	106100000	0.2083333333333333	4	55	264	23232
BWP_Mig	NC_045638.1_RagTag	106000001	106100000	0.1659175039661554	4	1255	7564	665632
MP	NC_045638.1_RagTag	106000001	106100000	0.0	4	0	760	66880
HP	NC_045638.1_RagTag	106000001	106100000	0.4333333333333333	2	13	30	5310
HP	NC_045638.1_RagTag	106100001	106200000	0.1666666666666666	20	50	300	14610
MP	NC_045638.1_RagTag	106100001	106200000	0.0171790235081374	19	57	3318	185542
BWP_Res	NC_045638.1_RagTag	106100001	106200000	0.0657439446366782	16	57	867	64737
BWP_Mig	NC_045638.1_RagTag	106100001	106200000	0.0610198421164924	14	1430	23435	1856219
BWP_Res	NC_045638.1_RagTag	106200001	106300000	0.1981981981981982	10	110	555	75081
BWP_Mig	NC_045638.1_RagTag	106200001	106300000	0.1700622822759421	11	1611	9473	2157613
MP	NC_045638.1_RagTag	106200001	106300000	0.0241935483870967	4	15	620	217120
HP	NC_045638.1_RagTag	106200001	106300000	0.0888888888888888	6	8	90	17100
MP	NC_045638.1_RagTag	106300001	106400000	0.0	5	0	950	79040
BWP_Mig	NC_045638.1_RagTag	106300001	106400000	0.1366036075670919	5	1242	9092	787019
BWP_Res	NC_045638.1_RagTag	106300001	106400000	0.2207792207792207	7	102	462	27324
HP	NC_045638.1_RagTag	106300001	106400000	0.1066666666666666	5	8	75	6240
HP	NC_045638.1_RagTag	106400001	106500000	0.0333333333333333	10	5	150	5775
MP	NC_045638.1_RagTag	106400001	106500000	0.0358851674641148	11	75	2090	72960
BWP_Res	NC_045638.1_RagTag	106400001	106500000	0.1466666666666666	11	88	600	25470
BWP_Mig	NC_045638.1_RagTag	106400001	106500000	0.189064451322148	11	3482	18417	728528
BWP_Res	NC_045638.1_RagTag	106500001	106600000	0.1776155717761557	19	219	1233	63381
BWP_Mig	NC_045638.1_RagTag	106500001	106600000	0.1052853027802052	18	3253	30897	1820392
MP	NC_045638.1_RagTag	106500001	106600000	0.0253048780487804	18	83	3280	182730
HP	NC_045638.1_RagTag	106500001	106600000	0.0923076923076923	13	18	195	14490
BWP_Res	NC_045638.1_RagTag	106600001	106700000	NA	0	0	0	22440
BWP_Mig	NC_045638.1_RagTag	106600001	106700000	0.0	1	0	378	642562
MP	NC_045638.1_RagTag	106600001	106700000	0.0	1	0	190	64410
HP	NC_045638.1_RagTag	106600001	106700000	0.6	1	9	15	5085
HP	NC_045638.1_RagTag	106700001	106800000	0.0619047619047619	28	26	420	21510
MP	NC_045638.1_RagTag	106700001	106800000	0.0173460537727666	21	60	3459	274321
BWP_Res	NC_045638.1_RagTag	106700001	106800000	0.1623277182235834	30	318	1959	94533
BWP_Mig	NC_045638.1_RagTag	106700001	106800000	0.1952892683644928	31	6633	33965	2730677
HP	NC_045638.1_RagTag	106800001	106900000	0.0	5	0	75	5760
BWP_Res	NC_045638.1_RagTag	106800001	106900000	0.0788954635108481	8	40	507	25167
BWP_Mig	NC_045638.1_RagTag	106800001	106900000	0.0226531004031483	5	118	5209	730390
MP	NC_045638.1_RagTag	106800001	106900000	0.0	2	0	380	73530
BWP_Res	NC_045638.1_RagTag	106900001	107000000	NA	0	0	0	66
BWP_Mig	NC_045638.1_RagTag	106900001	107000000	NA	0	0	0	1891
MP	NC_045638.1_RagTag	106900001	107000000	NA	0	0	0	190
HP	NC_045638.1_RagTag	106900001	107000000	NA	0	0	0	15
BWP_Res	NC_045638.1_RagTag	107000001	107100000	0.1276856967464702	25	208	1629	128853
BWP_Mig	NC_045638.1_RagTag	107000001	107100000	0.1585766823351762	24	6511	41059	3697448
MP	NC_045638.1_RagTag	107000001	107100000	0.0194150277357539	22	77	3966	371664
HP	NC_045638.1_RagTag	107000001	107100000	0.1578947368421052	19	45	285	29370
MP	NC_045638.1_RagTag	107100001	107200000	0.0026385224274406	40	19	7201	234289
BWP_Mig	NC_045638.1_RagTag	107100001	107200000	0.1789928223791574	40	12394	69243	2334218
BWP_Res	NC_045638.1_RagTag	107100001	107200000	0.1357429718875502	39	338	2490	81396
HP	NC_045638.1_RagTag	107100001	107200000	0.0765432098765432	27	31	405	18660
HP	NC_045638.1_RagTag	107200001	107300000	0.3	2	9	30	11055
MP	NC_045638.1_RagTag	107200001	107300000	0.1692982456140351	6	193	1140	139270
BWP_Res	NC_045638.1_RagTag	107200001	107300000	0.2213333333333333	6	83	375	48399
BWP_Mig	NC_045638.1_RagTag	107200001	107300000	0.1428435568235853	6	1502	10515	1386934
HP	NC_045638.1_RagTag	107300001	107400000	0.0	3	0	45	9060
MP	NC_045638.1_RagTag	107300001	107400000	0.0	6	0	1070	114260
BWP_Mig	NC_045638.1_RagTag	107300001	107400000	0.2360568531294156	10	2840	12031	1135806
BWP_Res	NC_045638.1_RagTag	107300001	107400000	0.2727272727272727	10	180	660	39402
BWP_Res	NC_045638.1_RagTag	107400001	107500000	0.3598484848484848	8	190	528	47256
BWP_Mig	NC_045638.1_RagTag	107400001	107500000	0.3325757145292346	10	5853	17599	1351485
MP	NC_045638.1_RagTag	107400001	107500000	0.0421052631578947	8	64	1520	136040
HP	NC_045638.1_RagTag	107400001	107500000	0.0666666666666666	8	8	120	10740
HP	NC_045638.1_RagTag	107500001	107600000	0.6	1	9	15	2805
MP	NC_045638.1_RagTag	107500001	107600000	NA	0	0	0	35720
BWP_Res	NC_045638.1_RagTag	107500001	107600000	0.0	2	0	132	12276
BWP_Mig	NC_045638.1_RagTag	107500001	107600000	0.1874669487043892	2	709	3782	351726
BWP_Res	NC_045638.1_RagTag	107600001	107700000	0.1024531024531024	21	142	1386	38214
BWP_Mig	NC_045638.1_RagTag	107600001	107700000	0.1572279986583761	21	6094	38759	1095841
MP	NC_045638.1_RagTag	107600001	107700000	0.0210526315789473	21	84	3990	110010
HP	NC_045638.1_RagTag	107600001	107700000	0.0	18	0	270	8730
MP	NC_045638.1_RagTag	107700001	107800000	0.0	1	0	120	133260
BWP_Res	NC_045638.1_RagTag	107700001	107800000	0.3407407407407407	3	46	135	46197
BWP_Mig	NC_045638.1_RagTag	107700001	107800000	0.3932325044860292	6	1534	3901	1323581
HP	NC_045638.1_RagTag	107700001	107800000	NA	0	0	0	10530
HP	NC_045638.1_RagTag	107800001	107900000	0.3	8	36	120	11640
MP	NC_045638.1_RagTag	107800001	107900000	0.0418732782369146	12	76	1815	147145
BWP_Mig	NC_045638.1_RagTag	107800001	107900000	0.1394032921810699	13	2439	17496	1465048
BWP_Res	NC_045638.1_RagTag	107800001	107900000	0.206401766004415	15	187	906	50838
BWP_Mig	NC_045638.1_RagTag	107900001	108000000	NA	0	0	0	1891
HP	NC_045638.1_RagTag	107900001	108000000	NA	0	0	0	15
MP	NC_045638.1_RagTag	107900001	108000000	NA	0	0	0	190
BWP_Res	NC_045638.1_RagTag	107900001	108000000	NA	0	0	0	66
BWP_Mig	NC_045638.1_RagTag	108000001	108100000	0.2117903930131004	3	291	1374	713424
MP	NC_045638.1_RagTag	108000001	108100000	0.0	4	0	612	71208
HP	NC_045638.1_RagTag	108000001	108100000	0.0	2	0	30	5640
BWP_Res	NC_045638.1_RagTag	108000001	108100000	0.1129943502824858	3	20	177	24771
HP	NC_045638.1_RagTag	108100001	108200000	0.0	3	0	45	2400
BWP_Res	NC_045638.1_RagTag	108100001	108200000	0.3232323232323232	3	64	198	10560
BWP_Mig	NC_045638.1_RagTag	108100001	108200000	0.1728813559322033	3	918	5310	302923
MP	NC_045638.1_RagTag	108100001	108200000	0.0	3	0	570	30400
HP	NC_045638.1_RagTag	108200001	108300000	0.0	21	0	315	14070
MP	NC_045638.1_RagTag	108200001	108300000	0.0179252479023646	31	94	5244	176966
BWP_Mig	NC_045638.1_RagTag	108200001	108300000	0.1890549479920707	32	8488	44897	1768572
BWP_Res	NC_045638.1_RagTag	108200001	108300000	0.2348048624440179	24	367	1563	61731
BWP_Res	NC_045638.1_RagTag	108300001	108400000	0.1065088757396449	16	108	1014	90858
BWP_Mig	NC_045638.1_RagTag	108300001	108400000	0.0896942326201229	17	2423	27014	2605258
MP	NC_045638.1_RagTag	108300001	108400000	0.0251592356687898	18	79	3140	261340
HP	NC_045638.1_RagTag	108300001	108400000	0.041025641025641	13	8	195	20685
MP	NC_045638.1_RagTag	108400001	108500000	0.0	11	0	2090	96330
HP	NC_045638.1_RagTag	108400001	108500000	0.0	1	0	15	7755
BWP_Res	NC_045638.1_RagTag	108400001	108500000	0.2510822510822511	21	290	1155	33033
BWP_Mig	NC_045638.1_RagTag	108400001	108500000	0.3376105935430948	20	5762	17067	962471
BWP_Res	NC_045638.1_RagTag	108500001	108600000	0.1867905056759546	15	181	969	35199
BWP_Mig	NC_045638.1_RagTag	108500001	108600000	0.1629982576538776	15	4584	28123	1008145
MP	NC_045638.1_RagTag	108500001	108600000	0.0	15	0	2739	101381
HP	NC_045638.1_RagTag	108500001	108600000	0.06	10	9	150	8070
BWP_Res	NC_045638.1_RagTag	108600001	108700000	0.0	9	0	594	19206
BWP_Mig	NC_045638.1_RagTag	108600001	108700000	0.0343145895763558	9	584	17019	550281
MP	NC_045638.1_RagTag	108600001	108700000	0.0	9	0	1710	55290
HP	NC_045638.1_RagTag	108600001	108700000	0.0	8	0	120	4380
HP	NC_045638.1_RagTag	108700001	108800000	0.0	2	0	30	8535
MP	NC_045638.1_RagTag	108700001	108800000	0.0631578947368421	3	36	570	107920
BWP_Mig	NC_045638.1_RagTag	108700001	108800000	0.1533802816901408	6	1089	7100	1072661
BWP_Res	NC_045638.1_RagTag	108700001	108800000	0.3923611111111111	5	113	288	37398
BWP_Res	NC_045638.1_RagTag	108800001	108900000	NA	0	0	0	10230
BWP_Mig	NC_045638.1_RagTag	108800001	108900000	NA	0	0	0	293105
MP	NC_045638.1_RagTag	108800001	108900000	NA	0	0	0	29450
HP	NC_045638.1_RagTag	108800001	108900000	NA	0	0	0	2325
MP	NC_045638.1_RagTag	108900001	109000000	0.0698060941828254	19	252	3610	139840
HP	NC_045638.1_RagTag	108900001	109000000	0.0175438596491228	19	5	285	11040
BWP_Res	NC_045638.1_RagTag	108900001	109000000	0.2133008921330089	19	263	1233	48597
BWP_Mig	NC_045638.1_RagTag	108900001	109000000	0.1079008382379169	19	3630	33642	1394063
BWP_Res	NC_045638.1_RagTag	109000001	109100000	NA	0	0	0	12672
BWP_Mig	NC_045638.1_RagTag	109000001	109100000	NA	0	0	0	363072
MP	NC_045638.1_RagTag	109000001	109100000	NA	0	0	0	36480
HP	NC_045638.1_RagTag	109000001	109100000	NA	0	0	0	2880
HP	NC_045638.1_RagTag	109100001	109200000	0.0515151515151515	22	17	330	9405
BWP_Res	NC_045638.1_RagTag	109100001	109200000	0.0678466076696165	26	115	1695	41139
BWP_Mig	NC_045638.1_RagTag	109100001	109200000	0.1233708744260742	26	5992	48569	1178690
MP	NC_045638.1_RagTag	109100001	109200000	0.0290806754221388	18	93	3198	120112
MP	NC_045638.1_RagTag	109200001	109300000	0.0	19	0	3610	235030
BWP_Mig	NC_045638.1_RagTag	109200001	109300000	0.1172091117106656	24	3432	29281	2345815
HP	NC_045638.1_RagTag	109200001	109300000	0.103030303030303	11	17	165	18675
